msg_id,t_db_ack_ms
fire_system_esp32_271018,1769703985559
fire_system_esp32_271048,1769703985580
fire_system_esp32_276018,1769703990555
fire_system_esp32_276048,1769703990575
fire_system_esp32_281018,1769703995556
fire_system_esp32_281048,1769703995577
fire_system_esp32_286018,1769704000551
fire_system_esp32_286048,1769704000572
fire_system_esp32_291018,1769704005555
fire_system_esp32_291048,1769704005576
fire_system_esp32_296018,1769704010554
fire_system_esp32_296048,1769704010575
fire_system_esp32_301018,1769704015552
fire_system_esp32_301048,1769704015573
fire_system_esp32_306018,1769704020550
fire_system_esp32_306048,1769704020571
fire_system_esp32_311018,1769704025549
fire_system_esp32_311048,1769704025570
fire_system_esp32_316018,1769704030553
fire_system_esp32_316048,1769704030574
fire_system_esp32_321018,1769704035556
fire_system_esp32_321048,1769704035577
fire_system_esp32_326018,1769704040553
fire_system_esp32_326048,1769704040574
fire_system_esp32_331018,1769704045557
fire_system_esp32_331048,1769704045577
fire_system_esp32_336018,1769704050558
fire_system_esp32_336048,1769704050579
fire_system_esp32_341018,1769704055556
fire_system_esp32_341048,1769704055577
fire_system_esp32_346018,1769704060561
fire_system_esp32_346048,1769704060582
fire_system_esp32_351018,1769704065556
fire_system_esp32_351048,1769704065578
fire_system_esp32_356018,1769704070557
fire_system_esp32_356048,1769704070578
fire_system_esp32_361018,1769704075563
fire_system_esp32_361048,1769704075584
fire_system_esp32_366018,1769704080553
fire_system_esp32_366048,1769704080574
fire_system_esp32_371018,1769704085562
fire_system_esp32_371048,1769704085582
fire_system_esp32_376018,1769704090560
fire_system_esp32_376048,1769704090581
fire_system_esp32_381018,1769704095561
fire_system_esp32_381048,1769704095582
fire_system_esp32_386018,1769704100783
fire_system_esp32_386048,1769704100846
fire_system_esp32_391018,1769704105554
fire_system_esp32_391048,1769704105575
fire_system_esp32_396028,1769704110569
fire_system_esp32_396048,1769704110590
fire_system_esp32_401028,1769704115566
fire_system_esp32_401048,1769704115587
fire_system_esp32_406028,1769704120559
fire_system_esp32_406058,1769704120580
fire_system_esp32_411028,1769704125561
fire_system_esp32_411058,1769704125582
fire_system_esp32_416028,1769704130576
fire_system_esp32_416058,1769704130597
fire_system_esp32_421028,1769704135565
fire_system_esp32_421058,1769704135586
fire_system_esp32_426028,1769704140558
fire_system_esp32_426058,1769704140579
fire_system_esp32_431028,1769704145563
fire_system_esp32_431058,1769704145584
fire_system_esp32_436028,1769704150568
fire_system_esp32_436058,1769704150588
fire_system_esp32_441028,1769704155566
fire_system_esp32_441058,1769704155587
fire_system_esp32_446028,1769704160567
fire_system_esp32_446058,1769704160588
fire_system_esp32_451028,1769704165567
fire_system_esp32_451058,1769704165588
fire_system_esp32_456038,1769704170573
fire_system_esp32_456058,1769704170594
fire_system_esp32_461038,1769704175572
fire_system_esp32_461058,1769704175593
fire_system_esp32_466038,1769704180568
fire_system_esp32_466058,1769704180589
fire_system_esp32_471038,1769704185573
fire_system_esp32_471058,1769704185594
fire_system_esp32_476038,1769704190569
fire_system_esp32_476058,1769704190589
fire_system_esp32_481038,1769704195576
fire_system_esp32_481058,1769704195596
fire_system_esp32_486038,1769704200576
fire_system_esp32_486058,1769704200596
fire_system_esp32_491038,1769704205573
fire_system_esp32_491058,1769704205594
fire_system_esp32_7949,1769704216674
fire_system_esp32_7959,1769704216695
fire_system_esp32_12969,1769704221672
fire_system_esp32_12949,1769704221714
fire_system_esp32_17949,1769704226682
fire_system_esp32_17969,1769704226702
fire_system_esp32_22949,1769704231673
fire_system_esp32_22969,1769704231694
fire_system_esp32_27949,1769704236677
fire_system_esp32_27969,1769704236698
fire_system_esp32_32949,1769704241675
fire_system_esp32_32969,1769704241696
fire_system_esp32_37949,1769704246674
fire_system_esp32_37969,1769704246695
fire_system_esp32_42949,1769704251677
fire_system_esp32_42969,1769704251740
fire_system_esp32_47949,1769704256743
fire_system_esp32_47969,1769704256794
fire_system_esp32_52949,1769704261682
fire_system_esp32_52969,1769704261703
fire_system_esp32_57949,1769704266682
fire_system_esp32_57969,1769704266702
fire_system_esp32_62949,1769704271676
fire_system_esp32_62969,1769704271749
fire_system_esp32_67949,1769704276674
fire_system_esp32_67969,1769704276695
fire_system_esp32_72949,1769704281685
fire_system_esp32_72969,1769704281706
fire_system_esp32_77949,1769704286700
fire_system_esp32_77969,1769704286784
fire_system_esp32_82949,1769704291678
fire_system_esp32_82969,1769704291700
fire_system_esp32_87949,1769704296673
fire_system_esp32_87969,1769704296694
fire_system_esp32_92969,1769704301737
fire_system_esp32_92949,1769704301801
fire_system_esp32_97949,1769704306682
fire_system_esp32_97969,1769704306703
fire_system_esp32_102949,1769704311672
fire_system_esp32_102969,1769704311694
fire_system_esp32_107949,1769704316677
fire_system_esp32_107969,1769704316698
fire_system_esp32_112949,1769704321676
fire_system_esp32_112969,1769704321697
fire_system_esp32_117949,1769704326676
fire_system_esp32_117969,1769704326846
fire_system_esp32_122949,1769704331891
fire_system_esp32_122969,1769704332026
fire_system_esp32_127949,1769704336679
fire_system_esp32_127969,1769704336781
fire_system_esp32_132959,1769704342934
fire_system_esp32_132969,1769704344390
fire_system_esp32_132959,1769704344431
fire_system_esp32_137969,1769704346669
fire_system_esp32_137959,1769704346710
fire_system_esp32_142969,1769704351672
fire_system_esp32_142959,1769704351713
fire_system_esp32_147959,1769704356689
fire_system_esp32_147969,1769704356710
fire_system_esp32_152959,1769704361683
fire_system_esp32_152969,1769704361704
fire_system_esp32_157959,1769704366679
fire_system_esp32_157969,1769704366700
fire_system_esp32_162959,1769704371680
fire_system_esp32_162969,1769704371700
fire_system_esp32_167959,1769704376680
fire_system_esp32_167979,1769704376701
fire_system_esp32_172959,1769704381688
fire_system_esp32_172979,1769704381709
fire_system_esp32_177959,1769704386690
fire_system_esp32_177979,1769704386711
fire_system_esp32_182959,1769704391682
fire_system_esp32_182979,1769704391703
fire_system_esp32_187959,1769704396684
fire_system_esp32_187979,1769704396705
fire_system_esp32_192959,1769704401684
fire_system_esp32_192979,1769704401705
fire_system_esp32_197959,1769704406682
fire_system_esp32_197979,1769704406703
fire_system_esp32_202959,1769704411691
fire_system_esp32_202979,1769704411711
fire_system_esp32_207959,1769704416685
fire_system_esp32_207979,1769704416706
fire_system_esp32_212959,1769704421691
fire_system_esp32_212979,1769704421712
fire_system_esp32_217959,1769704426693
fire_system_esp32_217989,1769704426714
fire_system_esp32_222969,1769704431700
fire_system_esp32_222989,1769704431721
fire_system_esp32_227969,1769704436698
fire_system_esp32_227989,1769704436719
fire_system_esp32_232969,1769704441691
fire_system_esp32_232989,1769704441711
fire_system_esp32_237969,1769704446696
fire_system_esp32_237989,1769704446716
fire_system_esp32_242969,1769704451697
fire_system_esp32_242989,1769704451717
fire_system_esp32_247969,1769704456695
fire_system_esp32_247989,1769704456716
fire_system_esp32_252969,1769704461692
fire_system_esp32_252989,1769704461713
fire_system_esp32_257969,1769704466697
fire_system_esp32_257989,1769704466718
fire_system_esp32_262969,1769704471699
fire_system_esp32_262989,1769704471720
fire_system_esp32_267969,1769704476696
fire_system_esp32_267989,1769704476716
fire_system_esp32_272969,1769704481697
fire_system_esp32_272989,1769704481718
fire_system_esp32_277969,1769704486696
fire_system_esp32_277989,1769704486717
fire_system_esp32_282969,1769704491698
fire_system_esp32_282989,1769704491719
fire_system_esp32_287969,1769704496702
fire_system_esp32_287989,1769704496725
fire_system_esp32_292969,1769704501692
fire_system_esp32_292989,1769704501712
fire_system_esp32_297969,1769704506695
fire_system_esp32_297989,1769704506715
fire_system_esp32_302969,1769704511693
fire_system_esp32_302989,1769704511715
fire_system_esp32_307969,1769704516693
fire_system_esp32_307989,1769704516713
fire_system_esp32_312969,1769704521692
fire_system_esp32_312989,1769704521713
fire_system_esp32_317969,1769704526696
fire_system_esp32_317989,1769704526717
fire_system_esp32_322969,1769704531692
fire_system_esp32_322989,1769704531713
fire_system_esp32_327969,1769704536717
fire_system_esp32_327989,1769704536738
fire_system_esp32_332969,1769704541715
fire_system_esp32_332989,1769704541736
fire_system_esp32_337969,1769704546698
fire_system_esp32_337989,1769704546719
fire_system_esp32_342979,1769704551698
fire_system_esp32_342989,1769704551720
fire_system_esp32_347979,1769704556700
fire_system_esp32_347989,1769704556721
fire_system_esp32_352979,1769704561710
fire_system_esp32_352999,1769704561730
fire_system_esp32_357979,1769704566707
fire_system_esp32_357999,1769704566728
fire_system_esp32_362979,1769704571706
fire_system_esp32_362999,1769704571727
fire_system_esp32_367979,1769704576707
fire_system_esp32_367999,1769704576728
fire_system_esp32_372989,1769704581713
fire_system_esp32_372999,1769704581734
fire_system_esp32_377989,1769704586718
fire_system_esp32_377999,1769704586739
fire_system_esp32_382989,1769704591711
fire_system_esp32_383009,1769704591732
fire_system_esp32_387989,1769704596712
fire_system_esp32_388009,1769704596733
fire_system_esp32_392989,1769704601708
fire_system_esp32_393009,1769704601728
fire_system_esp32_397989,1769704606711
fire_system_esp32_398009,1769704606732
fire_system_esp32_402989,1769704611724
fire_system_esp32_403009,1769704611745
fire_system_esp32_407989,1769704616713
fire_system_esp32_408019,1769704616740
fire_system_esp32_412989,1769704621716
fire_system_esp32_413019,1769704621737
fire_system_esp32_417989,1769704626716
fire_system_esp32_418019,1769704626737
fire_system_esp32_422989,1769704631710
fire_system_esp32_423019,1769704631731
fire_system_esp32_427989,1769704636711
fire_system_esp32_428019,1769704636732
fire_system_esp32_432989,1769704641717
fire_system_esp32_433019,1769704641738
fire_system_esp32_437989,1769704646708
fire_system_esp32_438019,1769704646729
fire_system_esp32_442989,1769704651716
fire_system_esp32_443019,1769704651736
fire_system_esp32_447989,1769704656716
fire_system_esp32_448019,1769704656737
fire_system_esp32_452989,1769704661711
fire_system_esp32_453019,1769704661732
fire_system_esp32_457989,1769704666712
fire_system_esp32_458019,1769704666733
fire_system_esp32_462999,1769704671726
fire_system_esp32_463019,1769704671747
fire_system_esp32_467999,1769704676739
fire_system_esp32_468019,1769704676760
fire_system_esp32_472999,1769704681722
fire_system_esp32_473019,1769704681742
fire_system_esp32_477999,1769704686750
fire_system_esp32_478019,1769704686771
fire_system_esp32_482999,1769704691733
fire_system_esp32_483019,1769704691754
fire_system_esp32_487999,1769704696721
fire_system_esp32_488019,1769704696742
fire_system_esp32_492999,1769704701717
fire_system_esp32_493019,1769704701738
fire_system_esp32_6208,1769704711619
fire_system_esp32_6218,1769704711661
fire_system_esp32_6038,1769704721292
fire_system_esp32_6028,1769704721334
fire_system_esp32_5938,1769704731384
fire_system_esp32_5948,1769704731404
fire_system_esp32_10938,1769704736383
fire_system_esp32_10958,1769704737597
fire_system_esp32_15938,1769704741379
fire_system_esp32_15958,1769704741400
fire_system_esp32_20938,1769704746384
fire_system_esp32_20958,1769704746405
fire_system_esp32_25938,1769704751383
fire_system_esp32_25958,1769704751404
fire_system_esp32_30938,1769704756380
fire_system_esp32_30958,1769704756401
fire_system_esp32_35938,1769704761379
fire_system_esp32_35958,1769704761400
fire_system_esp32_40938,1769704766386
fire_system_esp32_40958,1769704766406
fire_system_esp32_45938,1769704771385
fire_system_esp32_45958,1769704771406
fire_system_esp32_50938,1769704776384
fire_system_esp32_50958,1769704776405
fire_system_esp32_55938,1769704781382
fire_system_esp32_55958,1769704781403
fire_system_esp32_60938,1769704786382
fire_system_esp32_60958,1769704786403
fire_system_esp32_65938,1769704791383
fire_system_esp32_65958,1769704791404
fire_system_esp32_70938,1769704796379
fire_system_esp32_70958,1769704796400
fire_system_esp32_75938,1769704801379
fire_system_esp32_75958,1769704801400
fire_system_esp32_80938,1769704806385
fire_system_esp32_80958,1769704806406
fire_system_esp32_85938,1769704811383
fire_system_esp32_85958,1769704811404
fire_system_esp32_90938,1769704816382
fire_system_esp32_90958,1769704816403
fire_system_esp32_95938,1769704821387
fire_system_esp32_95958,1769704821408
fire_system_esp32_100938,1769704826379
fire_system_esp32_100958,1769704826399
fire_system_esp32_105938,1769704831383
fire_system_esp32_105958,1769704831403
fire_system_esp32_110938,1769704836387
fire_system_esp32_110958,1769704836407
fire_system_esp32_115938,1769704841377
fire_system_esp32_115958,1769704841398
fire_system_esp32_120938,1769704846385
fire_system_esp32_120958,1769704846406
fire_system_esp32_125938,1769704851378
fire_system_esp32_125958,1769704851398
fire_system_esp32_130938,1769704856383
fire_system_esp32_130958,1769704856404
fire_system_esp32_135938,1769704861383
fire_system_esp32_135958,1769704861404
fire_system_esp32_140938,1769704866382
fire_system_esp32_140958,1769704866403
fire_system_esp32_145938,1769704871381
fire_system_esp32_145958,1769704871402
fire_system_esp32_150938,1769704876381
fire_system_esp32_150958,1769704876402
fire_system_esp32_155938,1769704881391
fire_system_esp32_155958,1769704881412
fire_system_esp32_160938,1769704886384
fire_system_esp32_160958,1769704886404
fire_system_esp32_165938,1769704891385
fire_system_esp32_165958,1769704891406
fire_system_esp32_170948,1769704896391
fire_system_esp32_170958,1769704896412
fire_system_esp32_175948,1769704901395
fire_system_esp32_175958,1769704901415
fire_system_esp32_180948,1769704906388
fire_system_esp32_180968,1769704906409
fire_system_esp32_185948,1769704911386
fire_system_esp32_185968,1769704911406
fire_system_esp32_190948,1769704916387
fire_system_esp32_190968,1769704916408
fire_system_esp32_195948,1769704921385
fire_system_esp32_195968,1769704921406
fire_system_esp32_200948,1769704926387
fire_system_esp32_200968,1769704926408
fire_system_esp32_205948,1769704931391
fire_system_esp32_205968,1769704931412
fire_system_esp32_210948,1769704936389
fire_system_esp32_210968,1769704936409
fire_system_esp32_215948,1769704941390
fire_system_esp32_215968,1769704941411
fire_system_esp32_220958,1769704946401
fire_system_esp32_220968,1769704946421
fire_system_esp32_225958,1769704951394
fire_system_esp32_225978,1769704951415
fire_system_esp32_230958,1769704956412
fire_system_esp32_230978,1769704956432
fire_system_esp32_235958,1769704961402
fire_system_esp32_235978,1769704961423
fire_system_esp32_240958,1769704966398
fire_system_esp32_240978,1769704966418
fire_system_esp32_245958,1769704971406
fire_system_esp32_245978,1769704971428
fire_system_esp32_250958,1769704976403
fire_system_esp32_250978,1769704976423
fire_system_esp32_255958,1769704981399
fire_system_esp32_255978,1769704981420
fire_system_esp32_260958,1769704986401
fire_system_esp32_260978,1769704986422
fire_system_esp32_265958,1769704991395
fire_system_esp32_265978,1769704991416
fire_system_esp32_270958,1769704996397
fire_system_esp32_270978,1769704996418
fire_system_esp32_275958,1769705001397
fire_system_esp32_275978,1769705001418
fire_system_esp32_280958,1769705006402
fire_system_esp32_280978,1769705006423
fire_system_esp32_285958,1769705011398
fire_system_esp32_285978,1769705011420
fire_system_esp32_290958,1769705016397
fire_system_esp32_290978,1769705016471
fire_system_esp32_295958,1769705021457
fire_system_esp32_295978,1769705021478
fire_system_esp32_300958,1769705026467
fire_system_esp32_300978,1769705026488
fire_system_esp32_305958,1769705031396
fire_system_esp32_305978,1769705031417
fire_system_esp32_310958,1769705036402
fire_system_esp32_310978,1769705036422
fire_system_esp32_315958,1769705041398
fire_system_esp32_315978,1769705041419
fire_system_esp32_320958,1769705046401
fire_system_esp32_320978,1769705046421
fire_system_esp32_325958,1769705051401
fire_system_esp32_325978,1769705051421
fire_system_esp32_330958,1769705056415
fire_system_esp32_330978,1769705056436
fire_system_esp32_335958,1769705061407
fire_system_esp32_335978,1769705061428
fire_system_esp32_340958,1769705066406
fire_system_esp32_340978,1769705066427
fire_system_esp32_345958,1769705071402
fire_system_esp32_345978,1769705071423
fire_system_esp32_350958,1769705076400
fire_system_esp32_350978,1769705076421
fire_system_esp32_355958,1769705081397
fire_system_esp32_355978,1769705081418
fire_system_esp32_360958,1769705086411
fire_system_esp32_360978,1769705086432
fire_system_esp32_365958,1769705091407
fire_system_esp32_365978,1769705091427
fire_system_esp32_370958,1769705096398
fire_system_esp32_370978,1769705096419
fire_system_esp32_375958,1769705101398
fire_system_esp32_375978,1769705101419
fire_system_esp32_380968,1769705106406
fire_system_esp32_380978,1769705106427
fire_system_esp32_385968,1769705111551
fire_system_esp32_385978,1769705111571
fire_system_esp32_390978,1769705116396
fire_system_esp32_390968,1769705116438
fire_system_esp32_395968,1769705121412
fire_system_esp32_395978,1769705121433
fire_system_esp32_400968,1769705126405
fire_system_esp32_400988,1769705126426
fire_system_esp32_405968,1769705131403
fire_system_esp32_405988,1769705131423
fire_system_esp32_410968,1769705136410
fire_system_esp32_410988,1769705136431
fire_system_esp32_415968,1769705141403
fire_system_esp32_415988,1769705141423
fire_system_esp32_420968,1769705146409
fire_system_esp32_420988,1769705146631
fire_system_esp32_425968,1769705151404
fire_system_esp32_425988,1769705151426
